0,651004
-2,50877
0,464076
-0,0264019
0,0833653
0,668918
-0,0782878
-0,419241
-0,347413
-0,592877
-0,47832
0,567602
-0,280615
1,07942
0,333687
0,106837
-0,83721
1,75385
-0,207954
0,10966
-0,606684
-0,455884
-2,53514
-0,519942
0,22036
-1,91458
0,456881
-0,123929
-1,31658
0,0650852
0,198841
-0,50257
2,29502
-2,64929
-1,23336
-0,044098
-0,567571
1,4203
-2,43274
2,28875
-0,660818
-0,21981
-1,10156
-0,471222
0,517985
-0,182694
1,06996
2,27793
-0,113898
1,16347
-1,138
-0,886842
-0,123348
-2,41001
-0,666466
0,983954
-0,551748
0,793476
0,881125
0,295866
0,249994
-0,425
-0,727307
0,746723
-0,23791
0,110736
0,275121
1,23262
-0,141498
-0,418815
-0,612461
-2,2743
-1,46453
-0,448812
0,203876
-0,415635
0,614809
-0,635602
-0,800878
-0,96691
0,158011
0,408542
-0,21026
-0,169467
-1,65215
-0,437034
-1,18481
-0,710957
-2,66901
0,0971076
-0,79971
-1,80669
0,171003
0,169886
-0,806311
0,0124806
2,0535
-2,35035
0,674687
1,61476
-0,835586
-0,266529
-0,257066
1,86183
-0,320157
-1,8551
0,0309076
-0,299162
-0,0949393
0,514463
0,520669
1,27083
-0,131764
-0,220846
-0,0423767
0,217827
-3,25732
0,276736
0,415079
0,97876
-0,799369
0,295241
-0,300734
-1,61432
0,207147
-0,7793
-1,77957
2,89463
-2,56871
0,464534
-0,363724
0,504768
1,3992
-0,903083
0,0523727
0,718344
0,212897
-1,82991
0,236663
1,41836
-0,21676
-1,21069
0,178656
-0,181033
-0,16211
-0,320336
-1,05737
-0,55977
0,335321
-0,328719
-1,58128
1,3389
0,748371
0,157595
2,02904
-2,35847
0,0163847
0,628164
-1,05313
-1,15188
0,915196
0,226077
0,61652
-0,752521
-1,28624
-1,31669
-0,238984
1,18962
0,689199
0,29821
-0,851805
0,32594
-0,576332
-0,236779
-0,763481
0,890329
0,940761
0,353278
0,245359
0,0125838
1,15897
0,855512
-2,63719
1,37648
0,65014
0,627032
-0,416902
1,15665
0,218111
-0,153089
0,512598
-0,788235
0,698977
1,11531
0,964729
1,68069
0,173542
0,0329037
2,08406
1,53563
1,29295
0,257161
0,772085
0,187265
-0,0796343
-0,965853
0,329653
-0,420668
1,21043
-0,238033
1,58417
1,57866
-0,582281
1,63706
0,371548
1,29954
0,239471
-1,56325
1,38837
0,66581
-2,47708
0,0223232
-0,303913
0,260699
-1,1438
0,00779238
1,3375
0,524568
1,6441
0,874012
-1,72911
-2,09119
-0,897729
-2,10345
-1,03516
1,50901
-0,896493
-0,993808
-1,30375
0,856391
-0,184558
0,591264
0,488309
-0,49503
0,313284
-0,837535
1,40594
0,576799
0,863821
-0,574721
-1,89242
0,821478
0,0279745
-0,106724
1,55165
0,151338
-0,381801
-0,196028
-0,356016
0,246716
2,37419
-0,201152
-2,01224
0,0563226
-2,40341
0,35275
0,247161
-2,36989
1,25278
0,598311
0,682656
-0,204832
-0,276091
1,9157
-0,130527
-0,0262683
1,04281
-1,32073
-0,213106
-1,47682
-1,13351
-0,354073
0,86111
-1,87906
1,73037
-1,44347
-1,93279
0,5628
-0,936522
0,140486
0,485648
1,30171
0,766358
1,97753
-1,6378
0,241952
-0,592662
-0,0432163
-0,292569
0,0272531
0,567573
-0,5621
-0,205319
-0,690729
-0,00999777
-1,15111
1,2665
-1,15952
-1,10077
-0,85591
1,66696
0,748146
1,15012
1,27389
-0,494347
-0,0456897
0,416785
-0,720923
0,119993
0,608004
0,31052
-1,07638
0,0777604
0,493489
0,174989
-0,645966
0,328934
-0,177235
-1,98077
-0,228865
1,17368
-0,562077
0,930775
-0,685539
1,1959
1,3389
1,30441
-0,908472
-0,586506
-1,48634
-0,81349
0,581874
0,625185
1,04444
2,32788
-0,718287
-0,248593
0,261822
0,0820042
-0,454813
-0,571152
-2,19312
1,24804
