-1,27558;-2,7553;0
2,49587;-2,21263;0
1,79159;2,18138;0
-0,646892;-1,80722;1
2,4086;0,931923;0
-2,00397;-1,8474;0
-0,112867;0,458252;1
-0,734642;-0,0294063;1
2,84852;-1,84477;0
-0,761945;0,411281;1
-0,301457;0,419055;1
0,355002;2,71565;0
0,242829;-0,837672;1
2,27166;1,94115;0
2,64743;-1,94362;0
0,0787218;-1,67463;1
-1,38059;-0,1699;1
-0,687752;-0,82245;1
1,30073;2,44866;0
2,00454;1,36267;0
2,91354;0,723804;0
0,527141;-0,26221;1
-2,41849;-0,0265513;0
-2,71555;2,74617;0
1,72915;0,535567;1
1,78626;2,18633;0
-0,71125;2,17482;0
-2,99199;1,21426;0
1,53414;1,37754;0
2,12985;-2,08224;0
-0,403387;-2,11482;0
-1,13752;0,418574;1
-1,51117;2,82992;0
0,418251;-0,910252;1
0,346521;1,01286;1
2,44894;-2,25426;0
0,700695;-0,974354;1
-1,48656;1,19255;1
-1,15135;0,839511;1
-1,14281;1,88694;0
2,72375;2,85374;0
2,75343;-2,94775;0
1,62509;-2,09809;0
-0,0417948;2,85127;0
-0,22537;2,59368;0
2,67865;2,2052;0
0,975079;-0,35523;1
-0,188049;1,18879;1
-2,1362;-2,29498;0
-1,9734;2,67123;0
-1,17527;1,22554;1
1,37251;-2,43593;0
-1,18532;2,8209;0
1,06921;2,63797;0
2,09327;1,9773;0
0,523375;-2,92556;0
1,31732;0,803858;1
1,18846;-1,51126;1
0,606127;2,89417;0
-0,676678;1,3994;1
2,61181;0,521873;0
-0,873025;1,75031;1
2,7944;-2,60023;0
-1,38109;-1,19243;1
-0,893414;-0,509623;1
-0,766087;-0,221197;1
1,67344;-2,58803;0
-2,84138;1,89714;0
1,06111;1,86414;0
-0,915274;2,02981;0
2,74982;0,462226;0
-1,32639;1,9578;0
-0,400291;1,17096;1
1,70942;-0,35749;1
1,51931;-0,439514;1
1,00251;-2,06403;0
0,536378;-0,886354;1
0,59355;1,86786;1
-0,750461;-1,51764;1
-1,08624;-0,321196;1
2,80921;-2,63359;0
-0,351939;-2,74072;0
-2,52472;-1,71067;0
-1,79643;-1,26953;0
2,38633;2,7492;0
-2,24058;1,74623;0
-2,49287;0,389839;0
1,92899;2,26297;0
-0,216009;1,51467;1
-0,59846;-2,12499;0
-1,84705;0,631777;1
-2,42128;-2,33349;0
-1,13417;-0,946176;1
2,77875;0,577209;0
1,83137;-2,0392;0
1,58855;-2,48033;0
0,281167;-2,32455;0
1,84393;2,40583;0
-2,17174;-0,963803;0
2,70937;-2,9748;0
