-2,98308;0,156868;0
-2,63038;-2,27722;0
-1,99926;-2,54201;0
-2,52604;-1,99133;0
-2,45863;2,19732;0
1,94729;0,116836;1
1,29271;2,77382;0
1,62881;-2,59638;0
1,11866;-1,33462;1
-2,87336;0,185983;0
0,441393;-0,645594;1
-1,2563;0,837679;1
0,0667499;2,40107;0
0,902527;0,0150758;1
0,174888;-1,22661;1
-0,907301;0,570807;1
-1,5716;1,24458;0
-2,11615;1,38755;0
1,84863;-2,26927;0
0,0240781;-1,15251;1
0,417452;2,29916;0
-1,03936;-1,51966;1
-1,77115;-1,30448;0
2,62373;0,246817;0
-0,909328;2,87407;0
-2,4362;-1,73808;0
1,91914;0,296742;1
2,16687;2,75795;0
0,0513876;2,52279;0
-2,15398;2,8157;0
1,83908;1,08362;0
2,56112;-0,56204;0
-1,2952;-2,85924;0
2,93438;1,2596;0
0,460822;0,0713736;1
-0,339205;-2,71805;0
-2,07142;-2,1395;0
-1,54487;-2,4;0
-2,07776;1,4191;0
-0,154314;1,20233;1
-1,03915;1,89248;0
-1,85724;-1,4141;0
-2,22832;2,49865;0
-2,13449;1,7326;0
1,45187;2,98612;0
0,983961;-1,3477;1
1,63354;0,594362;1
-0,62232;1,68319;1
2,48923;-0,489839;0
-0,441867;-2,58225;0
-0,475289;1,30835;1
-0,562036;-0,225569;1
1,09559;0,407911;1
1,40656;0,868767;1
0,848358;0,837475;1
1,8622;-2,34431;0
-1,44047;0,12055;1
-2,33321;2,84015;0
-1,4208;-1,38902;1
-1,1508;2,21286;0
2,3563;0,375491;0
-2,15253;-1,21397;0
2,65077;0,457574;0
1,36206;1,53245;0
1,85993;2,13856;0
-1,70922;-2,17708;0
1,69259;-1,00585;1
1,58644;2,06217;0
0,187617;-0,772263;1
1,22341;1,69803;0
0,746805;1,05502;1
-0,219149;-2,53483;0
-1,56073;0,448258;1
2,43641;-2,52208;0
0,213269;-1,80693;1
2,64625;1,37736;0
0,759778;2,74529;0
1,40208;1,36798;1
-1,17606;0,872453;1
1,13552;-0,527082;1
1,7097;2,3199;0
2,37399;1,08437;0
-2,30654;1,80175;0
-2,1091;1,01249;0
1,41562;1,62475;0
2,22185;1,32937;0
0,519135;-1,133;1
0,980207;-1,76235;0
-1,66733;2,16064;0
-0,471658;2,27377;0
-2,24493;-1,8147;0
2,1024;-1,78599;0
1,79962;2,92474;0
-1,94651;-0,534034;0
-0,141135;1,49749;1
0,641993;2,32356;0
2,15888;-0,859074;0
0,00400969;0,61464;1
-2,75249;1,1568;0
-0,67582;-1,95036;0
0,967535;-1,30299;1
-1,64934;-0,866177;1
2,59619;2,07264;0
1,25567;2,39081;0
-2,25714;-1,19246;0
-2,51637;2,91901;0
-0,122053;1,32267;1
2,86293;2,92937;0
-0,50398;1,74854;1
-0,746741;-1,79802;1
-2,63768;0,250422;0
0,376456;0,17647;1
2,10174;-1,99765;0
2,94101;0,258286;0
-2,99761;0,628138;0
-1,15135;-1,2029;1
0,493861;1,5125;1
2,49035;2,53185;0
0,419372;1,09699;1
0,189381;1,523;1
-0,211847;0,99176;1
2,18077;-2,78587;0
2,93988;-1,92294;0
-0,258355;1,94744;1
